meeting_date,packet,report_dates,vendor_num,vendor,description,invoice_date,amount,gl_account,gl_title
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 AVERY MAILING LABLES,02/01/2024,62.9,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 TRASH BAGS FOR CUSTODIAL,02/01/2024,54.82,10-41-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 LASER POINTER & CLICKER FO,02/01/2024,38.99,10-41-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 WEBCAM FOR STEFEN,02/01/2024,134.9,10-41-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 BATTERY CHARGER FOR PUBL,02/01/2024,222.23,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 SAMSUN MONITOR #1 FOR STE,02/01/2024,204.36,10-41-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 ENVELOPE SEALER,02/01/2024,11.68,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 SAMSUN MONITOR #2 FOR STE,02/01/2024,204.36,10-41-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 2024-2026 MONTHLY PLANNER/,02/01/2024,9.98,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 12-PACK STORAGE BOXES,02/01/2024,57.29,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 BLACK INK FOR AMANDA'S PRI,02/01/2024,34.99,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 36-PACK SPIRAL NOTEBOOKS,02/01/2024,39.99,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 HEAVY DUTY GLOVES FOR PU,02/01/2024,69.49,10-45-25,SHOP EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 REPLACEMENT BATTERY STIC,02/01/2024,13.09,10-42-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 WAITING ROOM BENCHES FOR,02/01/2024,299.0,10-41-25,TOWN HALL EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,17HP-LNTW-9 SHIPPING & HANDLING,02/01/2024,166.18,10-41-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,1H6L-NFJL-W BINDER 12-PACK,01/01/2024,6.98,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,1H6L-NFJL-W BOX OF MANILLA FOLDERS,01/01/2024,19.59,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1341,AMAZON BUSINESS,1H6L-NFJL-W SHIPPING & HANDLING OF ITE,01/01/2024,6.99,10-41-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1245,"Archuleta, Benny",ARCH2-1-2024 CERTIFIED OPERATOR IN RES,02/01/2024,750.0,70-51-42,CONTRACT SERVICES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1245,"Archuleta, Benny",ARCH2-1-2024 CERTIFIED OPERATOR IN RES,02/01/2024,750.0,60-50-42,CONTRACT SERVICES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,0878832035-01 UTILTIES (GAS) 600 4TH STREE,01/19/2024,534.06,10-46-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5058039592-01 UTILTIES (GAS) 403 2ND STREE,01/19/2024,180.37,10-45-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5058039592-01 UTILTIES (GAS) 403 2ND STREE,01/19/2024,180.37,10-46-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5058039592-01 UTILTIES (GAS) 403 2ND STREE,01/19/2024,360.75,60-50-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5058039592-01 UTILTIES (GAS) 403 2ND STREE,01/19/2024,360.75,70-51-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5058039592-01 UTILTIES (GAS) 403 2ND STREE,01/19/2024,360.74,80-52-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5315712897-01 UTILITIES (GAS),01/19/2024,180.54,10-41-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5315712897-01 UTILITIES (GAS),01/19/2024,180.54,10-42-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5315712897-01 UTILITIES (GAS),01/19/2024,51.58,60-50-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5315712897-01 UTILITIES (GAS),01/19/2024,51.58,70-51-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,5315712897-01 UTILITIES (GAS),01/19/2024,51.6,80-52-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,987,Black Hills Energy,9843021504-01 UTILITIES (GAS) - 41576 LAMBO,01/19/2024,231.48,60-50-28,UTILITIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1307,Bruin Waste,1723175 PORT-A-POTTY RENTAL LAMBO,02/07/2024,114.75,60-50-24,RENTALS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1307,Bruin Waste,1723178 PORT-A-POTTY RENTAL 332 4T,02/07/2024,261.0,10-46-24,RENTALS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1320,CEBT,INV 0063157 BENEFITS PERIOD 2024-02,02/05/2024,21484.0,10-0223,HEALTH/LIFE INSURANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1284,Cedar Creek Supply LLC,"INV-0289 SODIUM HYPOCLORITE, GRAN",01/29/2024,868.56,60-50-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1284,Cedar Creek Supply LLC,"INV-0289 SODIUM HYPOCLORITE, GRAN",01/29/2024,868.57,70-51-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1183,Column Software PBC,8DFD59D8-005 PUBLIC NOTICE DCI000290 - G,02/01/2024,36.08,10-41-30,PUBLISHING & ADS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 66210 - 214 GRA,01/10/2024,79.99,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 66210 - 214 GRA,01/10/2024,79.98,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 66210 - 214 GRA,01/10/2024,79.98,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 66210 - 214 GRA,01/10/2024,39.99,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 66210 - 214 GRA,01/10/2024,40.01,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 271710 - 41576 L,01/10/2024,129.94,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 1198710 - 401 2N,01/10/2024,31.98,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 1198710 - 401 2N,01/10/2024,47.97,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,986,Elevate Fiber,01102024 Internet - ACCT 1277710 - 38976,01/10/2024,79.95,10-0144,PREPAID EXPENSES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1190,Empower Trust Company LLC,PPE01/26 Retirement Plan PPE 0119,01/26/2024,4203.08,10-0220,RETIREMENT PLAN
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1221,ENVIRO-CHEM ANALYTICAL IN,14170500 WASTEWATER TESTING,10/25/2022,68.0,70-51-32,FEES & PERMITS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1221,ENVIRO-CHEM ANALYTICAL IN,14170795 WASTEWATER TESTING,01/29/2024,65.3,70-51-32,FEES & PERMITS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1373,"GILLESPIE, BEN",2.30100.05 REIMBURSEMENT FOR ACCOU,01/15/2024,140.37,60-50-40,MISCELLANEOUS
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1365,"Heiniger, Kaden",012024 BOOT REIMBURSEMENT BOOT ALLO,01/20/2024,150.0,10-42-16,OPERATING SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1277,Kelly PC,02012024 LEGAL SERVICES THROUGH JA,02/01/2024,1386.5,10-42-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1277,Kelly PC,02012024 LEGAL SERVICES THROUGH JA,02/01/2024,5992.5,10-41-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1277,Kelly PC,02012024 LEGAL SERVICES THROUGH JA,02/01/2024,2632.0,60-50-20,"LEGAL, ENGINEERING & PR"
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1920805 UTILITY PAYMENT CARDS,01/08/2024,207.21,60-50-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1920805 UTILITY PAYMENT CARDS,01/08/2024,207.2,70-51-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1920805 UTILITY PAYMENT CARDS,01/08/2024,103.61,80-52-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1923400 Postage,01/29/2024,188.45,60-50-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1923400 Postage,01/29/2024,182.91,70-51-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,645,"Mail Services, LLC.",1923400 Postage,01/29/2024,182.91,80-52-17,POSTAGE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,261,"Main Street Printers, Inc.",26768 Checks AND FINANCE CHARGE,01/31/2024,75.32,60-50-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,261,"Main Street Printers, Inc.",26768 Checks AND FINANCE CHARGE,01/31/2024,75.32,70-51-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,261,"Main Street Printers, Inc.",26768 Checks AND FINANCE CHARGE,01/31/2024,75.32,80-52-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,261,"Main Street Printers, Inc.",26768 Checks AND FINANCE CHARGE,01/31/2024,75.31,10-41-15,OFFICE SUPPLIES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408186 WINSHIELD WASH,01/17/2024,8.24,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408255 OIL,01/19/2024,4.2,10-45-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408255 OIL,01/19/2024,4.2,60-50-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408255 OIL,01/19/2024,4.2,70-51-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408274 PANEL FILTER,01/19/2024,8.39,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408274 PANEL FILTER,01/19/2024,8.4,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408274 PANEL FILTER,01/19/2024,8.4,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408369 Oil AND FUID FILTER,01/23/2024,66.5,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408371 AIR FILTER,01/23/2024,25.19,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,"408453 Oil, AIR FILTER, OIL FILTER",01/26/2024,91.87,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408745 Air FilterS,02/06/2024,34.06,60-50-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408745 Air FilterS,02/06/2024,34.06,10-45-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,122,NAPA - Paonia Auto Parts,408745 Air FilterS,02/06/2024,34.06,70-51-22,REPAIRS & MAINTENANCE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,1372,NFHS GRAD NIGHT,012024 DONATION FOR 2024 NORTH F,01/12/2024,480.0,10-42-44,HUMAN SERVICES
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,991,"Norris, John H",022024 RETIREMENT PAYMENTS FOR,02/05/2024,1568.0,60-50-44,NORRIS RETIREMENT
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,991,"Norris, John H",022024 RETIREMENT PAYMENTS FOR,02/05/2024,672.0,70-51-44,NORRIS RETIREMENT
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429601 PW-FUEL,01/26/2024,20.32,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429601 PW-FUEL,01/26/2024,20.32,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429601 PW-FUEL,01/26/2024,20.32,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429601 PW-FUEL,01/26/2024,20.32,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429601 PW-FUEL,01/26/2024,20.31,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429602 PW-FUEL,01/26/2024,19.11,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429602 PW-FUEL,01/26/2024,19.11,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429602 PW-FUEL,01/26/2024,19.11,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429602 PW-FUEL,01/26/2024,19.11,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429602 PW-FUEL,01/26/2024,19.12,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429603 Fuel - Police A4,01/29/2024,23.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),429604 Fuel - Police A5,01/30/2024,36.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607526 Fuel - Police A2,01/02/2024,46.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607527 Fuel - Police A1,01/03/2024,35.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607528 PW-FUEL,01/03/2024,18.63,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607528 PW-FUEL,01/03/2024,18.63,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607528 PW-FUEL,01/03/2024,18.63,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607528 PW-FUEL,01/03/2024,18.63,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607528 PW-FUEL,01/03/2024,18.61,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607529 Fuel - Police Pickup Truck,01/04/2024,109.5,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607530 PW-FUEL,01/04/2024,14.8,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607530 PW-FUEL,01/04/2024,14.8,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607530 PW-FUEL,01/04/2024,14.8,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607530 PW-FUEL,01/04/2024,14.8,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607530 PW-FUEL,01/04/2024,14.8,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607531 PW-FUEL,01/05/2024,18.0,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607531 PW-FUEL,01/05/2024,18.0,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607531 PW-FUEL,01/05/2024,18.0,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607531 PW-FUEL,01/05/2024,18.0,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607531 PW-FUEL,01/05/2024,18.0,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607532 PW-FUEL,01/05/2024,18.84,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607532 PW-FUEL,01/05/2024,18.84,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607532 PW-FUEL,01/05/2024,18.84,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607532 PW-FUEL,01/05/2024,18.84,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607532 PW-FUEL,01/05/2024,18.84,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607533 PW-FUEL,01/08/2024,19.0,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607533 PW-FUEL,01/08/2024,19.0,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607533 PW-FUEL,01/08/2024,19.0,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607533 PW-FUEL,01/08/2024,19.0,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607533 PW-FUEL,01/08/2024,19.0,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607534 Fuel - Police A4,01/08/2024,30.45,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607535 PW-FUEL,01/11/2024,20.49,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607535 PW-FUEL,01/11/2024,20.49,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607535 PW-FUEL,01/11/2024,20.49,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607535 PW-FUEL,01/11/2024,20.49,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607535 PW-FUEL,01/11/2024,20.49,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607536 Fuel - Police A4,01/11/2024,23.0,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607537 Fuel - Police A5,01/11/2024,45.2,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607538 Fuel - Police A2,01/16/2024,48.6,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607539 PW-FUEL,01/17/2023,19.4,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607539 PW-FUEL,01/17/2023,19.4,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607539 PW-FUEL,01/17/2023,19.4,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607539 PW-FUEL,01/17/2023,19.4,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607539 PW-FUEL,01/17/2023,19.39,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607540 Fuel - Police A6,01/18/2024,32.25,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607541 PW-FUEL,01/18/2024,21.4,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607541 PW-FUEL,01/18/2024,21.4,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607541 PW-FUEL,01/18/2024,21.4,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607541 PW-FUEL,01/18/2024,21.4,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607541 PW-FUEL,01/18/2024,21.4,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607542 PW-FUEL,01/18/2024,13.29,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607542 PW-FUEL,01/18/2024,13.29,10-45-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607542 PW-FUEL,01/18/2024,13.29,10-46-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607542 PW-FUEL,01/18/2024,13.29,80-52-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607542 PW-FUEL,01/18/2024,13.29,70-51-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607543 Fuel - Police A1,01/18/2024,34.4,10-42-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607544 PW-FUEL,01/18/2024,14.05,60-50-23,VEHICLE EXPENSE
2024-02-13,2024-02-13-evt283,1/23/2024-2/8/2024,141,North Fork Service (Reedy's),607544 PW-FUEL,01/18/2024,14.05,10-45-23,VEHICLE EXPENSE
